Voltage_V,CurrentDensity_mAcm2
2.02543842,-3.18072448
2.02549216,-3.17847111
2.02554591,-3.17621773
2.02559965,-3.17396436
2.02565340,-3.17171098
2.02570715,-3.16945761
2.02576089,-3.16720424
2.02581464,-3.16495086
2.02586838,-3.16269749
2.02592213,-3.16044411
2.02597587,-3.15819074
2.02602962,-3.15593737
2.02608336,-3.15368399
2.02613711,-3.15143062
2.02619086,-3.14917724
2.02624460,-3.14692387
2.02629835,-3.14467050
2.02635209,-3.14241712
2.02640584,-3.14016375
2.02645958,-3.13791037
2.02651333,-3.13565700
2.02656707,-3.13340363
2.02662082,-3.13115025
2.02667457,-3.12889688
2.02672831,-3.12664350
2.02678206,-3.12439013
2.02683580,-3.12213676
2.02688955,-3.11988338
2.02694329,-3.11763001
2.02699704,-3.11537663
2.02705078,-3.11312326
2.02710453,-3.11086989
2.02715828,-3.10861651
2.02721202,-3.10636314
2.02726577,-3.10410976
2.02731951,-3.10185639
2.02737326,-3.09960302
2.02742700,-3.09734964
2.02748075,-3.09509627
2.02753449,-3.09284289
2.02758824,-3.09058952
2.02764198,-3.08833614
2.02769573,-3.08608277
2.02774948,-3.08382940
2.02780322,-3.08157602
2.02785697,-3.07932265
2.02791071,-3.07706927
2.02796446,-3.07481590
2.02801820,-3.07256253
2.02807195,-3.07030915
2.02812569,-3.06805578
2.02817944,-3.06580240
2.02823319,-3.06354903
2.02828693,-3.06129566
2.02834068,-3.05904228
2.02839442,-3.05678891
2.02844817,-3.05453553
2.02850191,-3.05228216
2.02855566,-3.05002879
2.02860940,-3.04777541
2.02866315,-3.04552204
2.02871690,-3.04326866
2.02877064,-3.04101529
2.02882439,-3.03876192
2.02887813,-3.03650854
2.02893188,-3.03425517
2.02898562,-3.03200179
2.02903937,-3.02974842
2.02909311,-3.02749505
2.02914686,-3.02524167
2.02920061,-3.02298830
2.02925435,-3.02073492
2.02930810,-3.01848155
2.02936184,-3.01622818
2.02941559,-3.01397480
2.02946933,-3.01172143
2.02952308,-3.00946805
2.02957682,-3.00721468
2.02963057,-3.00496130
2.02968431,-3.00270793
2.02973806,-3.00045456
2.02979181,-2.99820118
2.02984555,-2.99594781
2.02989930,-2.99369443
2.02995304,-2.99144106
2.03000679,-2.98918769
2.03006053,-2.98693431
2.03011428,-2.98468094
2.03016802,-2.98242756
2.03022177,-2.98017419
2.03027552,-2.97792082
2.03032926,-2.97566744
2.03038301,-2.97341407
2.03043675,-2.97116069
2.03049050,-2.96890732
2.03054424,-2.96665395
2.03059799,-2.96440057
2.03065173,-2.96214720
2.03070548,-2.95989382
2.03075923,-2.95764045
2.03081297,-2.95538708
2.03086672,-2.95313370
2.03092046,-2.95088033
2.03097421,-2.94862695
2.03102795,-2.94637358
2.03108170,-2.94412021
2.03113544,-2.94186683
2.03118919,-2.93961346
2.03124294,-2.93736008
2.03129668,-2.93510671
2.03135043,-2.93285334
2.03140417,-2.93059996
2.03145792,-2.92834659
2.03151166,-2.92609321
2.03156541,-2.92383984
2.03161915,-2.92158647
2.03167290,-2.91933309
2.03172664,-2.91707972
2.03178039,-2.91482634
2.03183414,-2.91257297
2.03188788,-2.91031959
2.03194163,-2.90806622
2.03199537,-2.90581285
2.03204912,-2.90355947
2.03210286,-2.90130610
2.03215661,-2.89905272
2.03221035,-2.89679935
2.03226410,-2.89454598
2.03231785,-2.89229260
2.03237159,-2.89003923
2.03242534,-2.88778585
2.03247908,-2.88553248
2.03253283,-2.88327911
2.03258657,-2.88102573
2.03264032,-2.87877236
2.03269406,-2.87651898
2.03274781,-2.87426561
2.03280156,-2.87201224
2.03285530,-2.86975886
2.03290905,-2.86750549
2.03296279,-2.86525211
2.03301654,-2.86299874
2.03307028,-2.86074537
2.03312403,-2.85849199
2.03317777,-2.85623862
2.03323152,-2.85398524
2.03328527,-2.85173187
2.03333901,-2.84947850
2.03339276,-2.84722512
2.03344650,-2.84497175
2.03350025,-2.84271837
2.03355399,-2.84046500
2.03360774,-2.83821163
2.03366148,-2.83595825
2.03371523,-2.83370488
2.03376897,-2.83145150
2.03382272,-2.82919813
2.03387647,-2.82694475
2.03393021,-2.82469138
2.03398396,-2.82243801
2.03403770,-2.82018463
2.03409145,-2.81793126
2.03414519,-2.81567788
2.03419894,-2.81342451
2.03425268,-2.81117114
2.03430643,-2.80891776
2.03436018,-2.80666439
2.03441392,-2.80441101
2.03446767,-2.80215764
2.03452141,-2.79990427
2.03457516,-2.79765089
2.03462890,-2.79539752
2.03468265,-2.79314414
2.03473639,-2.79089077
2.03479014,-2.78863740
2.03484389,-2.78638402
2.03489763,-2.78413065
2.03495138,-2.78187727
2.03500512,-2.77962390
2.03505887,-2.77737053
2.03511261,-2.77511715
2.03516636,-2.77286378
2.03522010,-2.77061040
2.03527385,-2.76835703
2.03532760,-2.76610366
2.03538134,-2.76385028
2.03543509,-2.76159691
2.03548883,-2.75934353
2.03554258,-2.75709016
2.03559632,-2.75483679
2.03565007,-2.75258341
2.03570381,-2.75033004
2.03575756,-2.74807666
2.03581130,-2.74582329
2.03586505,-2.74356992
2.03591880,-2.74131654
2.03597254,-2.73906317
2.03602629,-2.73680979
2.03608003,-2.73455642
2.03613378,-2.73230304
2.03618752,-2.73004967
2.03624127,-2.72779630
2.03629501,-2.72554292
2.03634876,-2.72328955
2.03640251,-2.72103617
2.03645625,-2.71878280
2.03651000,-2.71652943
2.03656319,-2.71427605
2.03660671,-2.71202268
2.03665022,-2.70976930
2.03669374,-2.70751593
2.03673725,-2.70526256
2.03678077,-2.70300918
2.03682428,-2.70075581
2.03686780,-2.69850243
2.03691131,-2.69624906
2.03695483,-2.69399569
2.03699834,-2.69174231
2.03704186,-2.68948894
2.03708537,-2.68723556
2.03712889,-2.68498219
2.03717240,-2.68272882
2.03721592,-2.68047544
2.03725943,-2.67822207
2.03730295,-2.67596869
2.03734646,-2.67371532
2.03738998,-2.67146195
2.03743349,-2.66920857
2.03747701,-2.66695520
2.03752052,-2.66470182
2.03756404,-2.66244845
2.03760755,-2.66019508
2.03765107,-2.65794170
2.03769458,-2.65568833
2.03773810,-2.65343495
2.03778161,-2.65118158
2.03782513,-2.64892820
2.03786864,-2.64667483
2.03791216,-2.64442146
2.03795567,-2.64216808
2.03799919,-2.63991471
2.03804270,-2.63766133
2.03808622,-2.63540796
2.03812973,-2.63315459
2.03817325,-2.63090121
2.03821676,-2.62864784
2.03826028,-2.62639446
2.03830379,-2.62414109
2.03834731,-2.62188772
2.03839082,-2.61963434
2.03843434,-2.61738097
2.03847785,-2.61512759
2.03852137,-2.61287422
2.03856488,-2.61062085
2.03860840,-2.60836747
2.03865191,-2.60611410
2.03869543,-2.60386072
2.03873894,-2.60160735
2.03878246,-2.59935398
2.03882597,-2.59710060
2.03886949,-2.59484723
2.03891300,-2.59259385
2.03895652,-2.59034048
2.03900003,-2.58808711
2.03904355,-2.58583373
2.03908706,-2.58358036
2.03913058,-2.58132698
2.03917409,-2.57907361
2.03921761,-2.57682024
2.03926112,-2.57456686
2.03930464,-2.57231349
2.03934815,-2.57006011
2.03939167,-2.56780674
2.03943518,-2.56555336
2.03947870,-2.56329999
2.03952221,-2.56104662
2.03956573,-2.55879324
2.03960924,-2.55653987
2.03965276,-2.55428649
2.03969627,-2.55203312
2.03973979,-2.54977975
2.03978330,-2.54752637
2.03982682,-2.54527300
2.03987033,-2.54301962
2.03991385,-2.54076625
2.03995736,-2.53851288
2.04000088,-2.53625950
2.04004439,-2.53400613
2.04008791,-2.53175275
2.04013142,-2.52949938
2.04017494,-2.52724601
2.04021845,-2.52499263
2.04026197,-2.52273926
2.04030548,-2.52048588
2.04034900,-2.51823251
2.04039251,-2.51597914
2.04043603,-2.51372576
2.04047954,-2.51147239
2.04052306,-2.50921901
2.04056657,-2.50696564
2.04061009,-2.50471227
2.04065360,-2.50245889
2.04069712,-2.50020552
2.04074063,-2.49795214
2.04078415,-2.49569877
2.04082766,-2.49344540
2.04087118,-2.49119202
2.04091469,-2.48893865
2.04095821,-2.48668527
2.04100172,-2.48443190
2.04104524,-2.48217853
2.04108875,-2.47992515
2.04113227,-2.47767178
2.04117578,-2.47541840
2.04121930,-2.47316503
2.04126281,-2.47091165
2.04130633,-2.46865828
2.04134984,-2.46640491
2.04139336,-2.46415153
2.04143687,-2.46189816
2.04148039,-2.45964478
2.04152390,-2.45739141
2.04156742,-2.45513804
2.04161093,-2.45288466
2.04165445,-2.45063129
2.04169796,-2.44837791
2.04174148,-2.44612454
2.04178499,-2.44387117
2.04182851,-2.44161779
2.04187202,-2.43936442
2.04191554,-2.43711104
2.04195905,-2.43485767
2.04200257,-2.43260430
2.04204608,-2.43035092
2.04208960,-2.42809755
2.04213311,-2.42584417
2.04217663,-2.42359080
2.04222014,-2.42133743
2.04226366,-2.41908405
2.04230717,-2.41683068
2.04235069,-2.41457730
2.04239420,-2.41232393
2.04243772,-2.41007056
2.04248123,-2.40781718
2.04252475,-2.40556381
2.04256826,-2.40331043
2.04261178,-2.40105706
2.04265529,-2.39880369
2.04269881,-2.39655031
2.04274232,-2.39429694
2.04278584,-2.39204356
2.04282935,-2.38979019
2.04287287,-2.38753681
2.04291638,-2.38528344
2.04295990,-2.38303007
2.04300341,-2.38077669
2.04304693,-2.37852332
2.04309044,-2.37626994
2.04313396,-2.37401657
2.04317747,-2.37176320
2.04322099,-2.36950982
2.04326450,-2.36725645
2.04330802,-2.36500307
2.04335153,-2.36274970
2.04339505,-2.36049633
2.04343856,-2.35824295
2.04348208,-2.35598958
2.04352559,-2.35373620
2.04356911,-2.35148283
2.04361262,-2.34922946
2.04365614,-2.34697608
2.04369965,-2.34472271
2.04374317,-2.34246933
2.04378668,-2.34021596
2.04383020,-2.33796259
2.04387371,-2.33570921
2.04391723,-2.33345584
2.04396074,-2.33120246
2.04400426,-2.32894909
2.04404777,-2.32669572
2.04409129,-2.32444234
2.04413480,-2.32218897
2.04417832,-2.31993559
2.04422183,-2.31768222
2.04426535,-2.31542885
2.04430886,-2.31317547
2.04435238,-2.31092210
2.04439589,-2.30866872
2.04443941,-2.30641535
2.04448292,-2.30416198
2.04452644,-2.30190860
2.04456995,-2.29965523
2.04461347,-2.29740185
2.04465698,-2.29514848
2.04470050,-2.29289510
2.04474401,-2.29064173
2.04478753,-2.28838836
2.04483104,-2.28613498
2.04487456,-2.28388161
2.04491807,-2.28162823
2.04496159,-2.27937486
2.04500510,-2.27712149
2.04504862,-2.27486811
2.04509213,-2.27261474
2.04513565,-2.27036136
2.04517916,-2.26810799
2.04522268,-2.26585462
2.04526619,-2.26360124
2.04530971,-2.26134787
2.04535322,-2.25909449
2.04539674,-2.25684112
2.04544025,-2.25458775
2.04548377,-2.25233437
2.04552728,-2.25008100
2.04557080,-2.24782762
2.04561431,-2.24557425
2.04565783,-2.24332088
2.04570134,-2.24106750
2.04574486,-2.23881413
2.04578837,-2.23656075
2.04583189,-2.23430738
2.04587540,-2.23205401
2.04591892,-2.22980063
2.04596243,-2.22754726
2.04600595,-2.22529388
2.04604946,-2.22304051
2.04609298,-2.22078714
2.04613649,-2.21853376
2.04618001,-2.21628039
2.04622352,-2.21402701
2.04626704,-2.21177364
2.04631055,-2.20952026
2.04635407,-2.20726689
2.04639758,-2.20501352
2.04644110,-2.20276014
2.04648461,-2.20050677
2.04652813,-2.19825339
2.04657164,-2.19600002
2.04661516,-2.19374665
2.04665867,-2.19149327
2.04670219,-2.18923990
2.04674570,-2.18698652
2.04678922,-2.18473315
2.04683273,-2.18247978
2.04687625,-2.18022640
2.04691976,-2.17797303
2.04696328,-2.17571965
2.04700679,-2.17346628
2.04705031,-2.17121291
2.04709382,-2.16895953
2.04713734,-2.16670616
2.04718085,-2.16445278
2.04722437,-2.16219941
2.04726788,-2.15994604
2.04731140,-2.15769266
2.04735491,-2.15543929
2.04739843,-2.15318591
2.04744194,-2.15093254
2.04748546,-2.14867917
2.04752897,-2.14642579
2.04757249,-2.14417242
2.04761600,-2.14191904
2.04765952,-2.13966567
2.04770303,-2.13741230
2.04774655,-2.13515892
2.04779006,-2.13290555
2.04783358,-2.13065217
2.04787709,-2.12839880
2.04792061,-2.12614542
2.04796412,-2.12389205
2.04800764,-2.12163868
2.04805115,-2.11938530
2.04809467,-2.11713193
2.04813818,-2.11487855
2.04818170,-2.11262518
2.04822521,-2.11037181
2.04826873,-2.10811843
2.04831224,-2.10586506
2.04835576,-2.10361168
2.04839927,-2.10135831
2.04844279,-2.09910494
2.04848630,-2.09685156
2.04852982,-2.09459819
2.04857333,-2.09234481
2.04861685,-2.09009144
2.04866036,-2.08783807
2.04870388,-2.08558469
2.04874739,-2.08333132
2.04879091,-2.08107794
2.04883030,-2.07882457
2.04886582,-2.07657120
2.04890133,-2.07431782
2.04893685,-2.07206445
2.04897237,-2.06981107
2.04900788,-2.06755770
2.04904340,-2.06530433
2.04907891,-2.06305095
2.04911443,-2.06079758
2.04914994,-2.05854420
2.04918546,-2.05629083
2.04922097,-2.05403746
2.04925649,-2.05178408
2.04929200,-2.04953071
2.04932752,-2.04727733
2.04936303,-2.04502396
2.04939855,-2.04277059
2.04943406,-2.04051721
2.04946958,-2.03826384
2.04950509,-2.03601046
2.04954061,-2.03375709
2.04957613,-2.03150371
2.04961164,-2.02925034
2.04964716,-2.02699697
2.04968267,-2.02474359
2.04971819,-2.02249022
2.04975370,-2.02023684
2.04978922,-2.01798347
2.04982473,-2.01573010
2.04986025,-2.01347672
2.04989576,-2.01122335
2.04993128,-2.00896997
2.04996679,-2.00671660
2.05000231,-2.00446323
2.05003782,-2.00220985
2.05007334,-1.99995648
2.05010885,-1.99770310
2.05014437,-1.99544973
2.05017988,-1.99319636
2.05021540,-1.99094298
2.05025092,-1.98868961
2.05028643,-1.98643623
2.05032195,-1.98418286
2.05035746,-1.98192949
2.05039298,-1.97967611
2.05042849,-1.97742274
2.05046401,-1.97516936
2.05049952,-1.97291599
2.05053504,-1.97066262
2.05057055,-1.96840924
2.05060607,-1.96615587
2.05064158,-1.96390249
2.05067710,-1.96164912
2.05071261,-1.95939575
2.05074813,-1.95714237
2.05078364,-1.95488900
2.05081916,-1.95263562
2.05085468,-1.95038225
2.05089019,-1.94812887
2.05092571,-1.94587550
2.05096122,-1.94362213
2.05099674,-1.94136875
2.05103225,-1.93911538
2.05106777,-1.93686200
2.05110328,-1.93460863
2.05113880,-1.93235526
2.05117431,-1.93010188
2.05120983,-1.92784851
2.05124534,-1.92559513
2.05128086,-1.92334176
2.05131637,-1.92108839
2.05135189,-1.91883501
2.05138740,-1.91658164
2.05142292,-1.91432826
2.05145843,-1.91207489
2.05149395,-1.90982152
2.05152947,-1.90756814
2.05156498,-1.90531477
2.05160050,-1.90306139
2.05163601,-1.90080802
2.05167153,-1.89855465
2.05170704,-1.89630127
2.05174256,-1.89404790
2.05177807,-1.89179452
2.05181359,-1.88954115
2.05184910,-1.88728778
2.05188462,-1.88503440
2.05192013,-1.88278103
2.05195565,-1.88052765
2.05199116,-1.87827428
2.05202668,-1.87602091
2.05206219,-1.87376753
2.05209771,-1.87151416
2.05213323,-1.86926078
2.05216874,-1.86700741
2.05220426,-1.86475404
2.05223977,-1.86250066
2.05227529,-1.86024729
2.05231080,-1.85799391
2.05234632,-1.85574054
2.05238183,-1.85348716
2.05241735,-1.85123379
2.05245286,-1.84898042
2.05248838,-1.84672704
2.05252389,-1.84447367
2.05255941,-1.84222029
2.05259492,-1.83996692
2.05263044,-1.83771355
2.05266595,-1.83546017
2.05270147,-1.83320680
2.05273698,-1.83095342
2.05277250,-1.82870005
2.05280802,-1.82644668
2.05284353,-1.82419330
2.05287905,-1.82193993
2.05291456,-1.81968655
2.05295008,-1.81743318
2.05298559,-1.81517981
2.05302111,-1.81292643
2.05305662,-1.81067306
2.05309214,-1.80841968
2.05312765,-1.80616631
2.05316317,-1.80391294
2.05319868,-1.80165956
2.05323420,-1.79940619
2.05326971,-1.79715281
2.05330523,-1.79489944
2.05334074,-1.79264607
2.05337626,-1.79039269
2.05341177,-1.78813932
2.05344729,-1.78588594
2.05348281,-1.78363257
2.05351832,-1.78137920
2.05355384,-1.77912582
2.05358935,-1.77687245
2.05362487,-1.77461907
2.05366038,-1.77236570
2.05369590,-1.77011232
2.05373141,-1.76785895
2.05376693,-1.76560558
2.05380244,-1.76335220
2.05383796,-1.76109883
2.05387347,-1.75884545
2.05390899,-1.75659208
2.05394450,-1.75433871
2.05398002,-1.75208533
2.05401553,-1.74983196
2.05405105,-1.74757858
2.05408657,-1.74532521
2.05412112,-1.74307184
2.05415561,-1.74081846
2.05419010,-1.73856509
2.05422460,-1.73631171
2.05425909,-1.73405834
2.05429358,-1.73180497
2.05432808,-1.72955159
2.05436257,-1.72729822
2.05439706,-1.72504484
2.05443156,-1.72279147
2.05446605,-1.72053810
2.05450054,-1.71828472
2.05453503,-1.71603135
2.05456953,-1.71377797
2.05460402,-1.71152460
2.05463851,-1.70927123
2.05467301,-1.70701785
2.05470750,-1.70476448
2.05474199,-1.70251110
2.05477649,-1.70025773
2.05481098,-1.69800436
2.05484547,-1.69575098
2.05487997,-1.69349761
2.05491446,-1.69124423
2.05494895,-1.68899086
2.05498344,-1.68673748
2.05501794,-1.68448411
2.05505243,-1.68223074
2.05508692,-1.67997736
2.05512142,-1.67772399
2.05515591,-1.67547061
2.05519040,-1.67321724
2.05522490,-1.67096387
2.05525939,-1.66871049
2.05529388,-1.66645712
2.05532838,-1.66420374
2.05536287,-1.66195037
2.05539736,-1.65969700
2.05543186,-1.65744362
2.05546635,-1.65519025
2.05550084,-1.65293687
2.05553533,-1.65068350
2.05556983,-1.64843013
2.05560432,-1.64617675
2.05563881,-1.64392338
2.05567331,-1.64167000
2.05570780,-1.63941663
2.05574229,-1.63716326
2.05577679,-1.63490988
2.05581128,-1.63265651
2.05584577,-1.63040313
2.05588027,-1.62814976
2.05591476,-1.62589639
2.05594925,-1.62364301
2.05598374,-1.62138964
2.05601824,-1.61913626
2.05605273,-1.61688289
2.05608722,-1.61462952
2.05612172,-1.61237614
2.05615621,-1.61012277
2.05619070,-1.60786939
2.05622520,-1.60561602
2.05625969,-1.60336265
2.05629418,-1.60110927
2.05632868,-1.59885590
2.05636317,-1.59660252
2.05639766,-1.59434915
2.05643215,-1.59209577
2.05646665,-1.58984240
2.05650114,-1.58758903
2.05653563,-1.58533565
2.05657013,-1.58308228
2.05660462,-1.58082890
2.05663911,-1.57857553
2.05667361,-1.57632216
2.05670810,-1.57406878
2.05674259,-1.57181541
2.05677709,-1.56956203
2.05681158,-1.56730866
2.05684607,-1.56505529
2.05688057,-1.56280191
2.05691506,-1.56054854
2.05694955,-1.55829516
2.05698404,-1.55604179
2.05701854,-1.55378842
2.05705303,-1.55153504
2.05708752,-1.54928167
2.05712202,-1.54702829
2.05715651,-1.54477492
2.05719100,-1.54252155
2.05722550,-1.54026817
2.05725999,-1.53801480
2.05729448,-1.53576142
2.05732898,-1.53350805
2.05736347,-1.53125468
2.05739796,-1.52900130
2.05743245,-1.52674793
2.05746695,-1.52449455
2.05750144,-1.52224118
2.05753593,-1.51998781
2.05757043,-1.51773443
2.05760492,-1.51548106
2.05763941,-1.51322768
2.05767391,-1.51097431
2.05770840,-1.50872093
2.05774289,-1.50646756
2.05777739,-1.50421419
2.05781188,-1.50196081
2.05784637,-1.49970744
2.05788087,-1.49745406
2.05791536,-1.49520069
2.05794985,-1.49294732
2.05798434,-1.49069394
2.05801884,-1.48844057
2.05805333,-1.48618719
2.05808782,-1.48393382
2.05812232,-1.48168045
2.05815681,-1.47942707
2.05819130,-1.47717370
2.05822580,-1.47492032
2.05826029,-1.47266695
2.05829478,-1.47041358
2.05832928,-1.46816020
2.05836377,-1.46590683
2.05839826,-1.46365345
2.05843275,-1.46140008
2.05846725,-1.45914671
2.05850174,-1.45689333
2.05853623,-1.45463996
2.05857073,-1.45238658
2.05860522,-1.45013321
2.05863971,-1.44787984
2.05867421,-1.44562646
2.05870870,-1.44337309
2.05874319,-1.44111971
2.05877769,-1.43886634
2.05881218,-1.43661297
2.05884667,-1.43435959
2.05888117,-1.43210622
2.05891566,-1.42985284
2.05895015,-1.42759947
2.05898464,-1.42534610
2.05901914,-1.42309272
2.05905363,-1.42083935
2.05908812,-1.41858597
2.05912262,-1.41633260
2.05915711,-1.41407922
2.05919160,-1.41182585
2.05922610,-1.40957248
2.05926059,-1.40731910
2.05929508,-1.40506573
2.05932958,-1.40281235
2.05936407,-1.40055898
2.05939856,-1.39830561
2.05943305,-1.39605223
2.05946755,-1.39379886
2.05950204,-1.39154548
2.05953653,-1.38929211
2.05957103,-1.38703874
2.05960552,-1.38478536
2.05964001,-1.38253199
2.05967451,-1.38027861
2.05970900,-1.37802524
2.05974349,-1.37577187
2.05977799,-1.37351849
2.05981248,-1.37126512
2.05984697,-1.36901174
2.05988147,-1.36675837
2.05991596,-1.36450500
2.05995045,-1.36225162
2.05998494,-1.35999825
2.06001944,-1.35774487
2.06005393,-1.35549150
2.06008842,-1.35323813
2.06012292,-1.35098475
2.06015741,-1.34873138
2.06019190,-1.34647800
2.06022640,-1.34422463
2.06026089,-1.34197126
2.06029538,-1.33971788
2.06032988,-1.33746451
2.06036437,-1.33521113
2.06039886,-1.33295776
2.06043335,-1.33070438
2.06046785,-1.32845101
2.06050234,-1.32619764
2.06053683,-1.32394426
2.06057133,-1.32169089
2.06060582,-1.31943751
2.06064031,-1.31718414
2.06067481,-1.31493077
2.06070930,-1.31267739
2.06074379,-1.31042402
2.06077829,-1.30817064
2.06081278,-1.30591727
2.06084727,-1.30366390
2.06088177,-1.30141052
2.06091626,-1.29915715
2.06095075,-1.29690377
2.06098524,-1.29465040
2.06101974,-1.29239703
2.06105423,-1.29014365
2.06108872,-1.28789028
2.06112322,-1.28563690
2.06115771,-1.28338353
2.06119220,-1.28113016
2.06122670,-1.27887678
2.06126119,-1.27662341
2.06129568,-1.27437003
2.06133018,-1.27211666
2.06136467,-1.26986329
2.06139916,-1.26760991
2.06143365,-1.26535654
2.06146815,-1.26310316
2.06150181,-1.26084979
2.06153008,-1.25859642
2.06155836,-1.25634304
2.06158663,-1.25408967
2.06161490,-1.25183629
2.06164318,-1.24958292
2.06167145,-1.24732954
2.06169972,-1.24507617
2.06172800,-1.24282280
2.06175627,-1.24056942
2.06178454,-1.23831605
2.06181282,-1.23606267
2.06184109,-1.23380930
2.06186936,-1.23155593
2.06189764,-1.22930255
2.06192591,-1.22704918
2.06195419,-1.22479580
2.06198246,-1.22254243
2.06201073,-1.22028906
2.06203901,-1.21803568
2.06206728,-1.21578231
2.06209555,-1.21352893
2.06212383,-1.21127556
2.06215210,-1.20902219
2.06218037,-1.20676881
2.06220865,-1.20451544
2.06223692,-1.20226206
2.06226519,-1.20000869
2.06229347,-1.19775532
2.06232174,-1.19550194
2.06235002,-1.19324857
2.06237829,-1.19099519
2.06240656,-1.18874182
2.06243484,-1.18648845
2.06246311,-1.18423507
2.06249138,-1.18198170
2.06251966,-1.17972832
2.06254793,-1.17747495
2.06257620,-1.17522158
2.06260448,-1.17296820
2.06263275,-1.17071483
2.06266102,-1.16846145
2.06268930,-1.16620808
2.06271757,-1.16395471
2.06274584,-1.16170133
2.06277412,-1.15944796
2.06280239,-1.15719458
2.06283067,-1.15494121
2.06285894,-1.15268783
2.06288721,-1.15043446
2.06291549,-1.14818109
2.06294376,-1.14592771
2.06297203,-1.14367434
2.06300031,-1.14142096
2.06302858,-1.13916759
2.06305685,-1.13691422
2.06308513,-1.13466084
2.06311340,-1.13240747
2.06314167,-1.13015409
2.06316995,-1.12790072
2.06319822,-1.12564735
2.06322650,-1.12339397
2.06325477,-1.12114060
2.06328304,-1.11888722
2.06331132,-1.11663385
2.06333959,-1.11438048
2.06336786,-1.11212710
2.06339614,-1.10987373
2.06342441,-1.10762035
2.06345268,-1.10536698
2.06348096,-1.10311361
2.06350923,-1.10086023
2.06353750,-1.09860686
2.06356578,-1.09635348
2.06359405,-1.09410011
2.06362232,-1.09184674
2.06365060,-1.08959336
2.06367887,-1.08733999
2.06370715,-1.08508661
2.06373542,-1.08283324
2.06376369,-1.08057987
2.06379197,-1.07832649
2.06382024,-1.07607312
2.06384851,-1.07381974
2.06387679,-1.07156637
2.06390506,-1.06931299
2.06393333,-1.06705962
2.06396161,-1.06480625
2.06398988,-1.06255287
2.06401815,-1.06029950
2.06404643,-1.05804612
2.06407470,-1.05579275
2.06410298,-1.05353938
2.06413125,-1.05128600
2.06415952,-1.04903263
2.06418780,-1.04677925
2.06421607,-1.04452588
2.06424434,-1.04227251
2.06427262,-1.04001913
2.06430089,-1.03776576
2.06432916,-1.03551238
2.06435744,-1.03325901
2.06438571,-1.03100564
2.06441398,-1.02875226
2.06444226,-1.02649889
2.06447053,-1.02424551
2.06449881,-1.02199214
2.06452708,-1.01973877
2.06455535,-1.01748539
2.06458363,-1.01523202
2.06461190,-1.01297864
2.06464017,-1.01072527
2.06466845,-1.00847190
2.06469672,-1.00621852
2.06472499,-1.00396515
2.06475327,-1.00171177
2.06478154,-0.99945840
2.06480981,-0.99720503
2.06483809,-0.99495165
2.06486636,-0.99269828
2.06489463,-0.99044490
2.06492291,-0.98819153
2.06495118,-0.98593815
2.06497946,-0.98368478
2.06500773,-0.98143141
2.06503600,-0.97917803
2.06506428,-0.97692466
2.06509255,-0.97467128
2.06512082,-0.97241791
2.06514910,-0.97016454
2.06517737,-0.96791116
2.06520564,-0.96565779
2.06523392,-0.96340441
2.06526219,-0.96115104
2.06529046,-0.95889767
2.06531874,-0.95664429
2.06534701,-0.95439092
2.06537529,-0.95213754
2.06540356,-0.94988417
2.06543183,-0.94763080
2.06546011,-0.94537742
2.06548838,-0.94312405
2.06551665,-0.94087067
2.06554493,-0.93861730
2.06557320,-0.93636393
2.06560147,-0.93411055
2.06562975,-0.93185718
2.06565802,-0.92960380
2.06568629,-0.92735043
2.06571457,-0.92509706
2.06574284,-0.92284368
2.06577111,-0.92059031
2.06579939,-0.91833693
2.06582766,-0.91608356
2.06585594,-0.91383019
2.06588421,-0.91157681
2.06591248,-0.90932344
2.06594076,-0.90707006
2.06596903,-0.90481669
2.06599730,-0.90256332
2.06602558,-0.90030994
2.06605385,-0.89805657
2.06608212,-0.89580319
2.06611040,-0.89354982
2.06613867,-0.89129644
2.06616694,-0.88904307
2.06619522,-0.88678970
2.06622349,-0.88453632
2.06625177,-0.88228295
2.06628004,-0.88002957
2.06630831,-0.87777620
2.06633659,-0.87552283
2.06636486,-0.87326945
2.06639313,-0.87101608
2.06642141,-0.86876270
2.06644968,-0.86650933
2.06647795,-0.86425596
2.06650623,-0.86200258
2.06653450,-0.85974921
2.06656277,-0.85749583
2.06659105,-0.85524246
2.06661932,-0.85298909
2.06664759,-0.85073571
2.06667587,-0.84848234
2.06670414,-0.84622896
2.06673242,-0.84397559
2.06676069,-0.84172222
2.06678896,-0.83946884
2.06681724,-0.83721547
2.06684551,-0.83496209
2.06687378,-0.83270872
2.06690206,-0.83045535
2.06693033,-0.82820197
2.06695860,-0.82594860
2.06698688,-0.82369522
2.06701515,-0.82144185
2.06704342,-0.81918848
2.06707170,-0.81693510
2.06709997,-0.81468173
2.06712825,-0.81242835
2.06715652,-0.81017498
2.06718479,-0.80792160
2.06721307,-0.80566823
2.06724134,-0.80341486
2.06726961,-0.80116148
2.06729789,-0.79890811
2.06732616,-0.79665473
2.06735443,-0.79440136
2.06738271,-0.79214799
2.06741098,-0.78989461
2.06743925,-0.78764124
2.06746753,-0.78538786
2.06749580,-0.78313449
2.06752408,-0.78088112
2.06755235,-0.77862774
2.06758062,-0.77637437
2.06760890,-0.77412099
2.06763717,-0.77186762
2.06766544,-0.76961425
2.06769372,-0.76736087
2.06772199,-0.76510750
2.06775026,-0.76285412
2.06777854,-0.76060075
